#gpu, pwr, gtemp, mtemp
#Idx, W, C, C
 0, 4, 24, -
 0, 4, 24, -
 0, 4, 24, -
 0, 4, 24, -
 0, 4, 24, -
 0, 4, 24, -
 0, 4, 24, -
 0, 4, 24, -
 0, 4, 24, -
 0, 4, 24, -
 0, 4, 24, -
 0, 4, 24, -
 0, 4, 24, -
 0, 4, 24, -
 0, 4, 24, -
 0, 4, 24, -
 0, 4, 24, -
 0, 4, 24, -
 0, 4, 24, -
 0, 4, 24, -
 0, 4, 24, -
 0, 4, 24, -
 0, 4, 24, -
 0, 4, 24, -
 0, 4, 24, -
 0, 4, 24, -
 0, 4, 24, -
 0, 4, 24, -
 0, -, 0, -
 0, -, 0, -
 0, 34, 25, -
 0, 33, 25, -
 0, 32, 25, -
 0, 32, 26, -
 0, 32, 26, -
 0, 32, 26, -
#gpu, pwr, gtemp, mtemp
#Idx, W, C, C
 0, 32, 26, -
 0, 32, 26, -
 0, 32, 26, -
 0, 32, 26, -
 0, 32, 26, -
 0, 32, 26, -
 0, 32, 27, -
 0, 32, 27, -
 0, 13, 25, -
 0, 7, 25, -
 0, 6, 25, -
 0, 5, 25, -
 0, 7, 25, -
 0, 13, 25, -
 0, 13, 25, -
 0, 13, 25, -
 0, 13, 25, -
 0, 13, 25, -
 0, 13, 25, -
 0, 13, 25, -
 0, 13, 25, -
 0, 13, 25, -
 0, 13, 25, -
 0, 13, 25, -
 0, 13, 25, -
 0, 13, 25, -
 0, 13, 25, -
 0, 13, 25, -
 0, 13, 25, -
 0, 13, 25, -
 0, 13, 25, -
 0, 13, 25, -
 0, 13, 25, -
 0, 13, 25, -
 0, 13, 25, -
 0, 13, 25, -
 0, 13, 26, -
 0, 13, 25, -
 0, 13, 26, -
 0, 13, 26, -
 0, 13, 25, -
 0, 13, 26, -
 0, 13, 26, -
 0, 13, 26, -
#gpu, pwr, gtemp, mtemp
#Idx, W, C, C
 0, 13, 26, -
 0, 13, 26, -
 0, 13, 26, -
 0, 13, 26, -
 0, 13, 26, -
 0, 13, 26, -
 0, 13, 26, -
 0, 13, 26, -
 0, 13, 26, -
 0, 13, 26, -
 0, 13, 26, -
 0, 13, 26, -
 0, 14, 26, -
 0, 14, 26, -
 0, 14, 26, -
 0, 14, 26, -
 0, 13, 26, -
 0, 13, 26, -
 0, 13, 26, -
 0, 13, 26, -
 0, 13, 26, -
 0, 13, 26, -
 0, 13, 26, -
 0, 13, 26, -
 0, 13, 26, -
 0, 13, 26, -
 0, 13, 26, -
 0, 13, 26, -
 0, 13, 26, -
 0, 13, 26, -
 0, 13, 26, -
 0, 13, 26, -
 0, 13, 26, -
 0, 13, 26, -
 0, 13, 26, -
 0, 13, 26, -
 0, 13, 26, -
 0, 13, 26, -
 0, 13, 26, -
 0, 13, 26, -
 0, 13, 26, -
 0, 13, 26, -
 0, 13, 26, -
 0, 13, 26, -
#gpu, pwr, gtemp, mtemp
#Idx, W, C, C
 0, 13, 26, -
 0, 13, 26, -
 0, 13, 26, -
 0, 13, 26, -
 0, 13, 26, -
 0, 13, 26, -
 0, 13, 26, -
 0, 13, 26, -
 0, 13, 26, -
 0, 13, 26, -
 0, 13, 26, -
 0, 13, 26, -
 0, 13, 26, -
 0, 13, 26, -
 0, 13, 26, -
 0, 13, 26, -
 0, 13, 26, -
 0, 13, 26, -
 0, 13, 26, -
 0, 13, 26, -
 0, 13, 26, -
 0, 13, 26, -
 0, 13, 26, -
 0, 13, 26, -
 0, 13, 26, -
 0, 13, 26, -
 0, 13, 26, -
 0, 13, 26, -
 0, 13, 26, -
 0, 13, 26, -
 0, 13, 26, -
 0, 13, 26, -
 0, 13, 26, -
 0, 13, 26, -
 0, 13, 26, -
 0, 13, 26, -
 0, 13, 26, -
 0, 13, 26, -
 0, 13, 26, -
 0, 13, 26, -
 0, 13, 26, -
 0, 13, 26, -
 0, 13, 26, -
 0, 13, 26, -
#gpu, pwr, gtemp, mtemp
#Idx, W, C, C
 0, 13, 26, -
 0, 13, 26, -
 0, 13, 26, -
 0, 13, 26, -
 0, 13, 26, -
 0, 13, 26, -
 0, 13, 26, -
 0, 13, 26, -
 0, 13, 26, -
 0, 13, 26, -
 0, 13, 26, -
 0, 13, 26, -
 0, 13, 26, -
 0, 13, 26, -
 0, 13, 26, -
 0, 13, 26, -
 0, 13, 26, -
 0, 13, 26, -
 0, 13, 26, -
 0, 13, 26, -
 0, 13, 26, -
 0, 13, 26, -
 0, 13, 26, -
 0, 13, 26, -
 0, 13, 26, -
 0, 13, 26, -
 0, 13, 26, -
 0, 13, 26, -
 0, 13, 26, -
 0, 13, 26, -
 0, 13, 26, -
 0, 13, 26, -
 0, 13, 26, -
 0, 13, 26, -
 0, 13, 26, -
 0, 13, 26, -
 0, 13, 27, -
 0, 13, 26, -
 0, 13, 26, -
 0, 13, 26, -
 0, 14, 26, -
 0, 13, 26, -
 0, 13, 26, -
 0, 13, 26, -
#gpu, pwr, gtemp, mtemp
#Idx, W, C, C
 0, 13, 27, -
 0, 13, 26, -
 0, 13, 26, -
 0, 13, 26, -
 0, 13, 26, -
 0, 13, 26, -
 0, 13, 27, -
 0, 13, 26, -
 0, 13, 27, -
 0, 13, 26, -
 0, 13, 26, -
 0, 13, 27, -
 0, 13, 26, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 26, -
 0, 14, 27, -
 0, 13, 27, -
 0, 13, 26, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 26, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
#gpu, pwr, gtemp, mtemp
#Idx, W, C, C
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 15, 28, -
 0, 34, 28, -
 0, 34, 28, -
 0, 34, 28, -
 0, 34, 28, -
#gpu, pwr, gtemp, mtemp
#Idx, W, C, C
 0, 25, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
#gpu, pwr, gtemp, mtemp
#Idx, W, C, C
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
#gpu, pwr, gtemp, mtemp
#Idx, W, C, C
 0, 22, 28, -
 0, 34, 28, -
 0, 34, 28, -
 0, 19, 27, -
 0, 14, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 14, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
#gpu, pwr, gtemp, mtemp
#Idx, W, C, C
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
#gpu, pwr, gtemp, mtemp
#Idx, W, C, C
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 14, 27, -
 0, 13, 27, -
#gpu, pwr, gtemp, mtemp
#Idx, W, C, C
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 14, 27, -
 0, 13, 27, -
 0, 14, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 14, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
#gpu, pwr, gtemp, mtemp
#Idx, W, C, C
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
#gpu, pwr, gtemp, mtemp
#Idx, W, C, C
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
#gpu, pwr, gtemp, mtemp
#Idx, W, C, C
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
#gpu, pwr, gtemp, mtemp
#Idx, W, C, C
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
#gpu, pwr, gtemp, mtemp
#Idx, W, C, C
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
#gpu, pwr, gtemp, mtemp
#Idx, W, C, C
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
#gpu, pwr, gtemp, mtemp
#Idx, W, C, C
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
#gpu, pwr, gtemp, mtemp
#Idx, W, C, C
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
#gpu, pwr, gtemp, mtemp
#Idx, W, C, C
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
#gpu, pwr, gtemp, mtemp
#Idx, W, C, C
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
#gpu, pwr, gtemp, mtemp
#Idx, W, C, C
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
#gpu, pwr, gtemp, mtemp
#Idx, W, C, C
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
#gpu, pwr, gtemp, mtemp
#Idx, W, C, C
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
#gpu, pwr, gtemp, mtemp
#Idx, W, C, C
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
#gpu, pwr, gtemp, mtemp
#Idx, W, C, C
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
